"ensembl_gene_id","PC3MNT1","PC3MNT2","PC3MNT3","PC3MTR1","PC3MTR2","PC3MTR3"
"ENSG00000263439",0,0,0,0,0,0
"ENSG00000243533",0,0,0,0,0.751064,0
"ENSG00000162885",102.398,106.358,101.873,93.6265,99.2448,98.6167
"ENSG00000231199",0,0,0,0,0,0
"ENSG00000232714",0,0,0,0,0,0
"ENSG00000168243",0,0,0.375444,0,0.375532,0
"ENSG00000143669",19.8751,11.6829,22.9021,17.4327,22.9075,23.4768
"ENSG00000222831",0,0,0,0,0,0
"ENSG00000252056",0,0,0,0,0,0
"ENSG00000116962",192.954,212.176,245.916,248.779,191.897,238.38
"ENSG00000086619",1.65626,0.376866,0.375444,1.45273,0,0.722363
"ENSG00000223776",0,0.376866,0,0,0,0
"ENSG00000244020",0,0,0,0,0,0
"ENSG00000207112",0,0,0,0,0,0
"ENSG00000116996",0,0,0,0,0,0
"ENSG00000270188",0,0,0,0,0,0
"ENSG00000227860",0,0,0,0,0,0
"ENSG00000230019",0,0,0,0,0,0
"ENSG00000252371",0,0,0,0,0,0
"ENSG00000215808",3.31251,2.63806,2.25267,3.63181,3.37979,2.88945
"ENSG00000224783",0,0,0,0,0,0
"ENSG00000233355",0,0,0.375444,0,0,0
"ENSG00000234601",0,0,0.375444,0.363181,0.751064,0.361181
"ENSG00000180875",0,0.376866,0.375444,0.363181,0.751064,0
"ENSG00000182901",1.24219,1.88433,1.87722,1.81591,2.62872,4.33418
"ENSG00000223963",0.414064,0.376866,0,0,0,0
"ENSG00000215802",0,0,0,0,0,0
"ENSG00000091483",2083.16,1862.1,1873.84,1903.8,1697.41,1837.33
"ENSG00000197769",1.24219,1.1306,1.50178,0,0.751064,0.722363
"ENSG00000223119",0,0,0,0,0,0
"ENSG00000180287",0,0,0,0,0,0
"ENSG00000252084",0,0,0,0,0,0
"ENSG00000212230",0,0,0,0,0,0
"ENSG00000143702",896.449,881.105,902.568,904.201,837.812,967.604
"ENSG00000224727",0,0,0,0,0,0
"ENSG00000226766",0,0,0,0,0,0
"ENSG00000228939",0,0,0,0,0,0
"ENSG00000225401",0,0.376866,0.750888,0,0,0
"ENSG00000227735",0,0,0,0,0,0
"ENSG00000201170",0,0,0,0,0,0
"ENSG00000232793",0,0,0,0,0,0
"ENSG00000185420",153.204,181.65,154.683,163.795,169.741,166.143
"ENSG00000202184",0,0,0,0,0,0
"ENSG00000230184",0,0,0,0,0,0
"ENSG00000162851",549.463,589.796,527.875,543.683,596.345,577.168
"ENSG00000223519",0.414064,0.376866,0,0.363181,1.1266,0
"ENSG00000207112",0,0,0,0,0,0
"ENSG00000153207",818.191,830.99,861.269,1038.7,891.513,1033.7
"ENSG00000188295",117.594,115.321,106.626,104.959,108.529,86.3223
"ENSG00000221953",0.828128,0.376866,0.750888,0,0,0.361181
"ENSG00000196418",175.977,156.776,160.315,244.421,212.551,190.704
"ENSG00000252516",0,0.753733,0,0,0,0
"ENSG00000235818",0,0,0,0,0,0
"ENSG00000162714",566.854,613.538,602.588,664.259,709.38,627.011
"ENSG00000177535",0,0,0,0,0,0
"ENSG00000227135",0,0,0,0,0,0
"ENSG00000196242",0,0,0,0,0,0
"ENSG00000252394",0,0,0,0,0,0
"ENSG00000197437",0,0,0,0,0,0
"ENSG00000221888",0,0,0,0,0,0
"ENSG00000196772",0,0,0,0,0,0
"ENSG00000230576",0,0,0,0,0,0
"ENSG00000197591",0,0,0,0,0,0
"ENSG00000197067",0.414064,0,0,0,0,0
"ENSG00000177212",0.414064,0,0,0.726363,0.375532,0
"ENSG00000177201",0,0,0,0,0,0
"ENSG00000177186",0,0,0,0,0,0
"ENSG00000227102",0,0,0,0,0,0
"ENSG00000182783",0,0,0,0,0,0
"ENSG00000183310",0,0,0,0,0,0
"ENSG00000184022",0,0,0,0,0,0
"ENSG00000183130",0,0,0,0,0,0
"ENSG00000177151",0,0,0,0,0,0
"ENSG00000187701",0,0,0,0,0,0
"ENSG00000189181",0,0,0,0,0,0
"ENSG00000266949",0,0,0,0,0,0
"ENSG00000175137",219.454,214.814,223.765,131.472,136.694,126.052
"ENSG00000171163",183.845,107.03,108.128,105.323,134.441,91.0177
"ENSG00000200495",0,0,0,0,0,0
"ENSG00000260150",242.642,256.269,223.765,225.172,200.91,213.819
"ENSG00000015171",242.642,256.269,223.765,225.172,200.91,213.819
"ENSG00000047056",155.274,157.153,154.683,159.8,147.209,144.473
"ENSG00000229205",0,0,0,0,0,0
"ENSG00000205696",0,0,0,0,0,0
"ENSG00000252998",0,0,0,0,0,0
"ENSG00000212156",0,0,0,0,0,0
"ENSG00000067057",1695.18,1582.84,1915.14,1810.1,1550.2,1656.74
"ENSG00000237399",82.8128,77.6345,83.3486,79.1735,87.499,76.2093
"ENSG00000224382",0,0,0,0,0,0.361181
"ENSG00000207124",0,0,0,0,0,0
"ENSG00000225269",8.28128,2.2612,3.75444,3.26863,3.00426,0
"ENSG00000165568",40.1642,40.7016,31.9128,42.4922,42.0596,39.0076
"ENSG00000187134",17.3907,13.1903,12.0142,12.3482,14.2702,11.1966
"ENSG00000266592",17.3907,13.1903,12.0142,12.3482,14.2702,11.1966
"ENSG00000266359",0.414064,0,0,0,0,0
"ENSG00000198610",0.414064,0,0,0,0,0
"ENSG00000265608",0,0,0,0,0,0
"ENSG00000178473",0,0,0,0,0,0
"ENSG00000173848",972.223,1190.52,999.432,820.79,812.652,836.857
"ENSG00000178363",0,0,0,0,0,0
"ENSG00000240577",0,0,0,0,0,0
"ENSG00000108021",1368.31,1419.03,1455.21,1413.4,1336.62,1467.82
"ENSG00000270427",0.828128,0,0,0,0,0
"ENSG00000134452",294.814,310.161,279.706,258.222,259.868,273.053
"ENSG00000134453",736.206,690.042,685.937,663.169,653.801,672.52
"ENSG00000170525",720.058,659.893,713.719,1111.7,1087.92,1073.43
"ENSG00000201581",0,0,0,0,0,0
"ENSG00000263628",0,0,0,0,0,0
"ENSG00000237943",0,0,0,0,0,0
"ENSG00000237943",0,0,0,0,0,0
"ENSG00000238266",0,0,0,0,0,0
"ENSG00000151655",0,0,0,0.726363,0,0
"ENSG00000165629",972.223,961.386,879.666,955.53,980.139,958.214
"ENSG00000165632",77.43,72.3583,77.3415,83.5317,73.6043,81.2658
"ENSG00000107485",16.1485,18.4665,26.2811,17.4327,22.9075,16.9755
"ENSG00000225053",0,0,0,0,0,0
"ENSG00000236420",0,0,0,0,0,0
"ENSG00000230014",0,0,0,0,0,0
"ENSG00000229919",0,0,0,0,0,0
"ENSG00000048740",0.414064,1.88433,0,0.726363,1.50213,0.361181
"ENSG00000134463",0,0,0,0,0,0
"ENSG00000148426",36.0236,40.3247,42.8006,39.95,46.566,43.3418
"ENSG00000251957",0,0,0,0,0,0
"ENSG00000181192",78.2581,78.3882,87.103,76.9945,71.7266,78.7375
"ENSG00000065665",23.1876,26.7575,16.5195,11.2586,16.5234,15.5308
"ENSG00000151465",670.37,625.221,585.317,607.603,659.059,611.48
"ENSG00000265824",0,0,0,0,0,0
"ENSG00000183049",112.625,131.526,124.647,111.86,117.917,109.438
"ENSG00000252118",0,0,0,0,0,0
"ENSG00000263584",0,0,0,0,0,0
"ENSG00000123240",39.7502,41.8322,40.1725,53.0245,53.3256,57.4278
"ENSG00000065328",219.868,181.273,187.722,162.705,140.449,158.559
"ENSG00000272055",0,0,0,0,0,0
"ENSG00000199407",0,0,0,0,0,0
"ENSG00000221371",0,0,0,0,0,0
"ENSG00000187522",351.541,292.448,263.937,312.336,347.367,276.665
"ENSG00000152455",144.223,161.738,159.44,152.918,142.136,132.77
"ENSG00000197889",0.414064,1.50747,1.87722,0.726363,1.1266,1.08354
"ENSG00000152463",0,0.376866,0.375444,0.726363,1.50213,0
"ENSG00000152464",55.8523,50.9022,48.0569,54.4025,60.8362,56.0732
"ENSG00000199477",0,0,0,0,0,0
"ENSG00000223156",0,0,0,0,0,0
"ENSG00000026025",4327.39,4398.41,5074.5,5276.66,4810.19,4825.38
"ENSG00000204832",0,0,0,0,0,0
"ENSG00000261021",0,0,0,0.363181,0,0
"ENSG00000236582",0,0,0,0.363181,0,0
"ENSG00000260045",136.227,123.989,124.647,122.392,99.1405,116.662
"ENSG00000136738",136.227,123.989,124.647,122.392,99.1405,116.662
"ENSG00000260324",0,0,0,0,0,0
"ENSG00000148483",0,0,0,0,0,0
"ENSG00000207937",0,0,0,0,0,0
"ENSG00000260324",0,0.376866,0,0,0.375532,0
"ENSG00000148483",0,0.376866,0,0,0.375532,0
"ENSG00000260314",0,0,0,0,0,0
"ENSG00000120586",0,0,0,0,0,0
"ENSG00000207938",0,0,0,0,0,0
"ENSG00000259777",0,0,0.750888,0.363181,0.375532,0.361181
"ENSG00000148482",0,0,0.750888,0.363181,0.375532,0.361181
"ENSG00000165995",3.72658,1.1306,2.62811,2.90545,1.87766,1.08354
"ENSG00000165997",551.119,471.837,455.789,703.846,684.971,624.844
"ENSG00000225509",0,0,0,0,0,0
"ENSG00000226255",0,0,0,0,0,0
"ENSG00000230818",0,0,0,0,0,0
"ENSG00000120594",14.4922,11.306,14.6423,12.3482,11.6415,16.6143
"ENSG00000228339",0,0,0,0,0,0
"ENSG00000265372",0,0,0,0,0,0
"ENSG00000235940",0,0,0,0,0,0
"ENSG00000228753",0,0,0,0,0.375532,0.361181
"ENSG00000228219",0,0,0,0,0,0
"ENSG00000231920",0,0,0.750888,0.363181,0.751064,0
"ENSG00000232853",0,0,0,0,0,0
"ENSG00000207264",0,0,0,0,0,0
"ENSG00000231553",0,0,0,0,0,0
"ENSG00000078403",217.798,223.859,177.961,214.277,222.691,208.763
"ENSG00000252634",0,0,0,0,0,0
"ENSG00000201364",0,0,0,0,0,0
"ENSG00000232497",0,0,0,0,0,0
"ENSG00000077327",2.89845,2.63806,3.379,3.26863,3.37979,1.44473
"ENSG00000206842",0,0,0,0,0,0
"ENSG00000165309",0,0,0,0,0,0
"ENSG00000223131",0,0,0,0,0,0
"ENSG00000148450",26.086,29.7724,34.5409,33.0495,28.1649,34.6734
"ENSG00000229932",2.89845,2.63806,1.50178,2.54227,1.50213,0.722363
"ENSG00000210825",0,0,0,0,0,0
"ENSG00000168267",0,0,0,0,0,0
"ENSG00000264574",0,0,0,0,0,0
"ENSG00000165312",22.3595,22.2351,23.2775,39.5868,28.916,45.87
"ENSG00000120549",80.7425,85.5487,81.0959,109.681,105.149,99.3249
"ENSG00000207930",0,0,0,0,0,0
"ENSG00000199535",0,0,0,0,0,0
"ENSG00000185875",108.899,136.049,151.679,110.407,123.175,117.023
"ENSG00000151025",37.2658,44.8471,52.1867,39.5868,42.0596,37.5629
"ENSG00000271563",0,0,0,0,0,0
"ENSG00000095777",0,0,0,0,0,0
"ENSG00000136750",0,0,0,0,0,0
"ENSG00000077420",0,0.753733,0,0,0,0.722363
"ENSG00000199733",0,0,0,0,0,0
"ENSG00000233261",0,0,0,0,0,0
"ENSG00000148459",171.423,166.198,131.03,158.71,171.618,154.224
"ENSG00000234788",0,0,0,0,0,0
"ENSG00000206597",0,0,0,0,0,0
"ENSG00000120539",248.439,178.258,183.968,261.854,203.914,207.679
"ENSG00000238021",0,0,0,0,0,0
"ENSG00000263183",0,0,0,0,0,0
"ENSG00000200369",0,0,0,0,0,0
"ENSG00000099246",717.159,713.785,659.28,680.602,682.342,715.5
"ENSG00000226016",0,0,0,0,0,0
"ENSG00000150054",28.1564,24.8732,25.9056,42.129,55.9543,69.3468
"ENSG00000095787",736.206,695.318,730.614,791.735,739.798,736.449
"ENSG00000252401",0,0,0,0,0,0
"ENSG00000231911",0,0,0,0,0,0
"ENSG00000207483",0,0,0,0,0,0
"ENSG00000095739",47.6174,50.877,48.0569,54.114,42.0596,43.7029
"ENSG00000204365",0,0,0,0,0,0
"ENSG00000120563",0.414064,0,0.375444,0,0.375532,0
"ENSG00000224597",103.93,102.508,98.3664,74.089,81.4905,83.4329
"ENSG00000222092",0,0,0,0,0,0
"ENSG00000250833",0,0,0,0,0,0
"ENSG00000214434",0,0,0,0,0,0
"ENSG00000107968",21.1173,19.9739,20.6494,42.129,30.7936,33.951
"ENSG00000234814",2.89845,4.89926,4.50533,3.63181,3.75532,3.97299
"ENSG00000252479",0,0,0,0,0,0
"ENSG00000148516",103.102,116.829,112.633,110.77,89.7522,106.91
"ENSG00000230397",0,0,0,0,0,0
"ENSG00000231148",0,0,0,0,0,0
"ENSG00000252482",0,0,0,0,0,0
"ENSG00000228816",0.414064,0,0,0,0,0
"ENSG00000226407",0,0,0,0,0,0
"ENSG00000226386",0.414064,0.376866,0.375444,1.81591,1.1266,1.08354
"ENSG00000232525",0,0,0,0,0,0
"ENSG00000223047",0,0,0,0,0,0
"ENSG00000222909",0,0,0,0,0,0
"ENSG00000213724",0,0,0,0,0,0
"ENSG00000095794",181.774,203.508,196.733,219.362,264.75,230.073
"ENSG00000253054",0,0,0,0,0,0
"ENSG00000233343",0,0,0,0,0,0
"ENSG00000108100",830.613,917.67,909.326,854.203,902.779,928.958
"ENSG00000177291",0,0,0.375444,0,0,0.361181
"ENSG00000226646",0,0,0,0,0,0
"ENSG00000210825",0,0,0,0,0,0
"ENSG00000225355",0,0,0,0,0,0
"ENSG00000148513",14.4922,13.1903,15.0178,9.8059,12.3926,13.0025
"ENSG00000206796",0,0,0,0,0,0
"ENSG00000244402",0,0,0,0,0,0
"ENSG00000237970",0,0,0.375444,0,0,0
"ENSG00000236313",0,0,0,0.726363,0,0
"ENSG00000224920",0,0,0,0,0,0
"ENSG00000235197",0,0,0,0,0.375532,0
"ENSG00000189180",237.259,258.153,263.186,242.605,255.737,225.377
"ENSG00000075407",220.696,193.332,213.628,202.292,179.88,194.316
"ENSG00000099251",1.24219,1.1306,0.375444,1.81591,1.1266,1.08354
"ENSG00000222314",0,0,0,0,0,0
"ENSG00000225119",2.48439,1.50747,1.87722,1.45273,2.25319,2.52827
"ENSG00000215151",0,0,0,0.363181,0,0
"ENSG00000225638",0,0,0,0,0,0
"ENSG00000227264",0,0,0,0,0,0
"ENSG00000234541",0,0,0,0,0,0
"ENSG00000237592",0,0,0,0,0,0
"ENSG00000185904",216.556,204.638,173.831,174.69,220.062,148.446
"ENSG00000270762",0,0,0,0,0,0
"ENSG00000233837",0.414064,0,0.750888,0,0,0
"ENSG00000251783",0,0,0,0,0,0
"ENSG00000230425",0,0,0,0,0,0
"ENSG00000165733",753.597,760.516,729.113,764.86,591.088,729.586
"ENSG00000263795",0,0,0,0,0,0
"ENSG00000165731",0,0,0,0,0,0.361181
"ENSG00000169826",140.368,155.269,142.293,136.556,129.559,125.33
"ENSG00000221468",0,0,0,0,0,0
"ENSG00000150201",0,0.753733,0,0,0,0
"ENSG00000243660",16.1485,19.2202,15.7687,13.4377,15.3968,18.4202
"ENSG00000252532",0,0,0,0,0,0
"ENSG00000198298",29.8126,23.3657,31.9128,21.7909,22.9075,19.5038
"ENSG00000223910",0,0,0,0,0,0
"ENSG00000226245",2.48439,4.89926,0.750888,3.995,3.00426,1.44473
"ENSG00000230565",1.24219,0.376866,1.50178,0.726363,0.751064,0.361181
"ENSG00000224162",0,0,0,0,0,0
"ENSG00000204187",0,0,0,0,0,0
"ENSG00000226808",0,0,0,0,0,0
"ENSG00000233395",0,0,0,0,0,0
"ENSG00000227395",0,0,0,0,0,0
"ENSG00000187783",0,0,0,0,0,0
"ENSG00000107551",2.89845,3.01493,1.87722,5.44772,6.38405,3.61181
"ENSG00000165512",32.7111,32.0336,22.5267,30.1441,28.916,18.7814
"ENSG00000270258",0,0,0,0,0,0
"ENSG00000263476",0,0,0,0,0,0
"ENSG00000224402",0,0,0,0,0,0
"ENSG00000262072",0,0,0,0,0,0
"ENSG00000012779",0,0,0,0,0,0
"ENSG00000262552",0,0,0,0,0,0
"ENSG00000230869",0,0,0,0,0,0
"ENSG00000172661",34.3673,29.3956,30.7864,33.0495,24.0341,28.8945
"ENSG00000265551",34.3673,29.3956,30.7864,33.0495,24.0341,28.8945
"ENSG00000239152",0,0,0,0,0,0
"ENSG00000264291",0,0,0,0,0,0
"ENSG00000238405",0,0,0,0,0,0
"ENSG00000227194",0,0,0,0,0,0
"ENSG00000215097",0,0,0,0,0,0
"ENSG00000204175",0,0,0,0,0.375532,0
"ENSG00000262722",0,0,0,0,0.375532,0
"ENSG00000204174",0,0,0,0,0,0
"ENSG00000252877",0,0,0,0,0,0
"ENSG00000232567",0,0,0,0,0,0
"ENSG00000215065",0,0,0,0,0,0
"ENSG00000215044",0,0,0,0,0,0
"ENSG00000263471",0,0,0,0,0,0
"ENSG00000198250",0,0,0,0,0,0
"ENSG00000204150",1.24219,0.376866,0.375444,0.726363,0.375532,0
"ENSG00000152726",2.48439,3.3918,1.12633,2.90545,3.75532,3.25063
"ENSG00000237393",0,0,0,0,0,0
"ENSG00000224036",0,0,0,0,0,0
"ENSG00000266217",0,0,0,0,0,0
"ENSG00000165388",0,0,0,0,0,0
"ENSG00000265763",0,0,0,0,0,0
"ENSG00000222406",0,0,0,0,0,0
"ENSG00000264664",0,0,0,0,0,0
"ENSG00000227781",0,0,0,0.726363,0,0.361181
"ENSG00000265366",0,0,0,0.726363,0,0.361181
"ENSG00000213686",0,0,0,0,0,0
"ENSG00000265424",0,0,0,0,0,0
"ENSG00000230210",0,0,0,0,0,0
"ENSG00000252149",0,0,0,0,0,0
"ENSG00000263484",0,0,0,0,0,0
"ENSG00000107643",118.836,118.713,95.7383,128.203,131.812,109.438
"ENSG00000128815",0.414064,0.753733,0,0,0,0.722363
"ENSG00000234736",0,0,0,0,0,0
"ENSG00000177354",0,0,0,0.363181,0,0
"ENSG00000187714",0,0,0,0,0,0
"ENSG00000174196",0,0,0,0,0,0
"ENSG00000222100",0,0,0,0,0,0
"ENSG00000204152",0,0,0,0,0.375532,0.361181
"ENSG00000265354",0,0,0,0,0.375532,0.361181
"ENSG00000138294",0,0,0,0,0,0
"ENSG00000263639",0,0,0,0,0,0
"ENSG00000138293",611.506,571.176,588.424,541.878,486.804,534.713
"ENSG00000266412",611.506,571.176,588.424,541.878,486.804,534.713
"ENSG00000099290",47.2033,39.571,56.6921,46.4872,45.8149,43.7029
"ENSG00000272064",47.2033,39.571,56.6921,46.4872,45.8149,43.7029
"ENSG00000233011",0,0,0,0,0,0
"ENSG00000225137",0,0,0,0,0,0
"ENSG00000232706",0,0,0,0,0,0
"ENSG00000204147",123.805,143.209,128.026,152.899,162.605,169.033
"ENSG00000185532",39.3361,31.2799,33.0391,31.96,34.1734,32.8675
"ENSG00000207813",0,0,0,0,0,0
"ENSG00000213659",0,0,0,0,0,0
"ENSG00000107984",9387.25,8473.09,7947.03,7141.96,8813.36,7687.38
"ENSG00000227972",0.414064,1.1306,0.375444,0.726363,1.1266,0.361181
"ENSG00000231399",0,0,0,0,0,0
"ENSG00000252161",0,0,0,0,0,0
"ENSG00000224697",0,0,0,0,0,0
"ENSG00000249860",0,0,0,0,0.751064,0
"ENSG00000270192",0,0,0,0,0,0
"ENSG00000122873",620.268,649.718,519.239,566.2,580.948,556.942
"ENSG00000072401",268.314,316.191,298.103,299.261,270.383,312.061
"ENSG00000108064",1721.26,1629.57,1448.09,1531.9,1602.4,1390.91
"ENSG00000122870",115.524,113.437,80.7205,102.417,92.0054,84.5164
"ENSG00000183055",0,0,0,0,0,0
"ENSG00000252076",0,0,0,0,0,0
"ENSG00000237949",0,0,0,0,0,0
"ENSG00000165443",0,0.376866,0,0.363181,0,0
"ENSG00000122872",0,0,0,0,0,0
"ENSG00000170312",1758.53,1255.34,1136.09,1469.8,1331.26,1424.86
"ENSG00000227244",0,0,0,0,0,0
"ENSG00000183346",0.828128,1.50747,0.750888,2.54227,4.88192,3.25063
"ENSG00000150347",279.493,300.739,293.222,366.45,264.375,277.026
"ENSG00000240940",0,0,0,0,0,0
"ENSG00000181915",1208.65,1246.67,1255.11,1218.47,1281.69,1191.54
"ENSG00000199446",0,0,0,0,0,0
"ENSG00000148572",555.26,560.023,547.773,534.966,534.382,525.519
"ENSG00000234369",0,0.376866,0,0.363181,0,0
"ENSG00000235816",0.414064,0.376866,0.750888,0.363181,0.375532,0.361181
"ENSG00000272767",26.9142,26.0038,44.6779,43.5818,30.4181,31.784
"ENSG00000165476",1310.51,1258.36,1119.2,1129.49,1092.05,1063.68
"ENSG00000216740",0.414064,0,0,0.363181,0,0
"ENSG00000270754",0,0,0,0,0,0
"ENSG00000198739",0.414064,0,0.375444,0,0.375532,0
"ENSG00000213606",0,0,0,0,0,0
"ENSG00000212520",0,0,0,0,0,0
"ENSG00000237141",0,0,0,0,0,0
"ENSG00000219932",0,0.376866,0,0,0.375532,0.722363
"ENSG00000096717",605.362,638.035,582.689,910.859,825.42,868.641
"ENSG00000138347",7.86722,6.78359,5.63166,10.5323,6.38405,10.4743
"ENSG00000222371",0,0,0,0,0,0
"ENSG00000234102",0,0,0,0,0,0
"ENSG00000096746",2034.98,2103.01,2024.49,1995.89,1891.09,2064.45
"ENSG00000199638",0,0,0,0,0,0
"ENSG00000138336",16.1485,24.8732,20.274,10.1691,11.6415,13.3637
"ENSG00000213025",0.828128,0.753733,0.750888,0.363181,0.751064,0
"ENSG00000221184",0,0,0,0,0,0
"ENSG00000165730",45.9611,51.2538,38.6707,54.114,42.8107,41.1747
"ENSG00000200218",0,0,0,0,0,0
"ENSG00000107625",653.393,593.188,587.946,630.12,623.759,599.561
"ENSG00000165732",6525.65,6584.23,6668.26,8279.81,7423.52,8298.5
"ENSG00000266122",0,1.1306,1.12633,1.08954,0.375532,0.361181
"ENSG00000198954",368.931,360.284,364.932,313.789,313.945,336.26
"ENSG00000214875",0.414064,0,0,0,0,0
"ENSG00000229001",0,0,0,0.363181,0,0
"ENSG00000122862",6.62503,7.16046,6.38255,6.90045,10.8904,6.14008
"ENSG00000122958",1534.94,1516.89,1429.69,1532.99,1448.8,1485.9
"ENSG00000156502",1257.51,1316.39,1261.87,1267.14,1235.13,1286.53
"ENSG00000156510",2.07032,3.01493,3.75444,1.45273,4.88192,3.97299
"ENSG00000156515",1485.66,1382.72,1564.85,1547.52,1298.97,1478.32
"ENSG00000099282",354.025,373.098,363.43,340.664,341.734,344.206
"ENSG00000171224",99.7895,79.8957,82.9732,65.7358,63.8405,62.4844
"ENSG00000230469",0,0,0,0,0,0
"ENSG00000197467",139.54,116.075,124.272,161.253,108.904,127.136
"ENSG00000099284",106.829,101.377,102.496,95.8799,99.1405,110.883
"ENSG00000229097",2.89845,1.50747,1.87722,0.726363,2.25319,1.44473
"ENSG00000224725",0,0,0,0,0,0
"ENSG00000148730",800.386,878.099,942.74,772.487,816.407,793.877
"ENSG00000107719",0.414064,1.1306,0.375444,1.08954,0,0
"ENSG00000138316",0,0,0,0,0,0
"ENSG00000166224",432.283,463.169,442.273,438.36,467.913,467.73
"ENSG00000107731",0.414064,2.63806,3.75444,2.90545,1.1266,4.69536
"ENSG00000198246",45.133,57.2837,37.5444,34.5022,45.4394,39.0076
"ENSG00000107736",1.24219,1.1306,1.12633,1.08954,0.751064,0.722363
"ENSG00000122863",205.79,198.232,201.614,105.686,127.681,125.33
"ENSG00000166295",587.971,603.74,527.124,500.464,604.231,532.381
"ENSG00000168209",188.399,270.967,298.103,805.9,728.532,756.675
"ENSG00000202513",0,0,0,0,0,0
"ENSG00000156026",300.611,295.086,300.355,276.744,313.194,281.36
"ENSG00000266719",0,0,0,0,0,0
"ENSG00000138315",0,0,0,0,0.375532,0
"ENSG00000166321",50.8101,43.6431,33.5852,32.4546,40.2794,30.4248
"ENSG00000227382",0.828128,1.50747,0.375444,0.363181,0.375532,0.722363
"ENSG00000236756",3.31251,1.50747,1.87722,2.90545,3.75532,2.52827
"ENSG00000200356",0,0,0,0,0,0
"ENSG00000252072",0,0,0,0,0,0
"ENSG00000172586",1243.43,1290.39,1018.2,1150.92,1258.78,1146.75
"ENSG00000214655",362.169,304.885,310.117,287.64,306.81,264.024
"ENSG00000122861",2898.04,2917.7,2768.15,2603.65,3545.02,3217.76
"ENSG00000035403",5648.66,5431.4,6061.92,7071.87,5689.31,6932.15
"ENSG00000214629",0,0,0.375444,0,0.375532,0.361181
"ENSG00000214626",0,0,0,0,0,0
"ENSG00000156650",716.331,784.636,762.527,805.536,654.553,774.734
"ENSG00000156671",730.409,719.815,663.785,729.995,757.073,718.029
"ENSG00000165637",3658.57,3581.22,3724.39,3996.3,3990.72,3671.96
"ENSG00000226051",1.65626,4.5224,4.88077,1.81591,3.75532,2.16709
"ENSG00000237149",113.454,137.933,185.469,119.487,115.664,111.966
"ENSG00000207583",0,0,0,0,0,0
"ENSG00000148655",77.8441,157.907,103.998,96.9694,172.745,122.802
"ENSG00000224948",0,0,0,0,0,0
"ENSG00000156113",3.31251,2.2612,5.25622,2.17909,2.62872,1.44473
"ENSG00000199592",0,0,0,0,0,0
"ENSG00000233871",4.14064,3.01493,2.25267,4.72136,2.62872,3.61181
"ENSG00000234612",0,0,0,0,0,0
"ENSG00000138326",31433.7,33977.5,27634.9,32361.6,39045.6,34001.3
"ENSG00000230417",0,0,0,0,0,0
"ENSG00000227136",0,0,0,0,0,0
"ENSG00000230417",0,0,0,0,0,0
"ENSG00000108175",347.4,372.344,415.992,419.838,374.406,446.42
"ENSG00000108179",7104.93,6452.71,6097.59,7295.59,7062.26,6780.1
"ENSG00000165424",7.45316,4.14553,3.379,1.81591,5.25745,2.52827
"ENSG00000253626",29.3986,25.25,24.0284,27.6018,26.6628,23.838
"ENSG00000232965",0,0,0,0,0,0
"ENSG00000122852",0,0,0,0,0,0
"ENSG00000188199",0,0,0,0.363181,0.375532,0
"ENSG00000228570",0,0.376866,0.375444,0.363181,0,0.361181
"ENSG00000214695",0.414064,0,0,0,0,0.361181
"ENSG00000242600",5.7969,4.5224,1.87722,1.81591,1.1266,1.44473
"ENSG00000235924",0,0,0,0,0,0
"ENSG00000133678",428.971,459.023,453.161,438.723,484.061,450.393
"ENSG00000230171",0,0,0,0,0,0
"ENSG00000189129",0.414064,1.1306,0,2.17909,1.50213,0.722363
"ENSG00000237523",97.7192,62.5598,73.2116,63.9199,65.7181,63.9291
"ENSG00000133665",0,0,0,0,0,0
"ENSG00000108219",4.55471,4.14553,2.25267,1.45273,5.25745,1.44473
"ENSG00000178217",0,0,0,0,0,0
"ENSG00000185737",0,0,0,0,0,0
"ENSG00000207275",0,0,0,0,0,0
"ENSG00000212324",0,0,0,0,0,0
"ENSG00000200789",0,0,0,0,0,0
"ENSG00000212769",2.89845,1.88433,1.87722,2.54227,0.751064,1.80591
"ENSG00000165678",2002.83,2072.11,1887.36,1946.12,2110.11,2038.63
"ENSG00000188373",0,0,0,0,0,0
"ENSG00000148600",0,0,0,0,0,0
"ENSG00000148604",0,0,0,0,0,0
"ENSG00000229404",0,0,0,0,0,0
"ENSG00000107771",128.774,119.844,128.402,132.198,133.314,122.802
"ENSG00000225423",0,0,0,0,0,0
"ENSG00000178429",2.89845,3.76866,3.75444,2.90545,3.75532,1.80591
"ENSG00000223064",0,0,0,0,0,0
"ENSG00000252730",0,0,0,0,0,0
"ENSG00000200487",0,0,0,0,0,0
"ENSG00000212332",0,0,0,0,0,0
"ENSG00000122375",0,0.376866,0,0,0.751064,0
"ENSG00000122367",3.31251,7.91419,7.50888,3.995,6.00851,5.7789
"ENSG00000107779",167.282,178.258,170.452,148.904,155.846,147.001
"ENSG00000200176",0,0,0,0,0,0
"ENSG00000173267",10.7657,17.7127,18.7722,14.8904,24.4096,25.2827
"ENSG00000122376",271.212,271.721,231.649,266.575,300.426,249.576
"ENSG00000184923",0,0,0,0,0.751064,0.361181
"ENSG00000237740",0,0,0,0,0,0
"ENSG00000107789",146.165,154.138,165.571,151.083,138.571,149.89
"ENSG00000198682",516.338,461.661,546.271,556.757,435.993,507.821
