"ensembl_gene_id","PC3_NT1","PC3_NT2","PC3_NT3","PC3_TR1","PC3_TR2","PC3_TR3"
"ENSG00000263857",0,0,0,0,0,0
"ENSG00000108406",706.238,682.682,616.719,612.096,542.806,491.958
"ENSG00000141367",3028.07,3163.5,3170.45,3844.72,3127.81,3993.36
"ENSG00000062716",1186.65,1157.76,1110.25,1112.34,1132.17,978.976
"ENSG00000270264",0,0,0.381397,0,0,0
"ENSG00000167434",0,0,0,0.383039,0,0
"ENSG00000266960",0,0,0,0,0,0
"ENSG00000141371",0,0,0,0,0,0
"ENSG00000170836",122.733,96.8089,154.085,112.613,125.753,176.649
"ENSG00000141376",381.874,352.456,196.038,392.615,399.942,187.666
"ENSG00000239932",0,0,0,0,0,0
"ENSG00000267083",0,0,0,0,0,0
"ENSG00000254114",0,0,0,0,0,0
"ENSG00000264322",0,0,0,0,0,0
"ENSG00000121068",100.29,72.4274,105.647,71.2452,74.417,91.9334
"ENSG00000187013",0.701329,0.358552,1.14419,0.766078,0.397952,1.51956
"ENSG00000121075",0.350665,1.43421,1.52559,0.383039,0.795904,0.37989
"ENSG00000172421",2.80532,2.15131,1.52559,1.14912,5.96928,0.75978
"ENSG00000251981",0,0,0,0,0,0
"ENSG00000239527",0,0,0,0,0,0
"ENSG00000087995",389.939,356.759,342.876,302.601,293.29,276.94
"ENSG00000146872",507.061,476.157,541.203,557.704,545.194,535.265
"ENSG00000011028",162.007,200.789,196.038,259.317,227.23,251.107
"ENSG00000199697",0,0,0,0,0,0
"ENSG00000264907",0.350665,0,0.381397,0,0,0
"ENSG00000207552",0,0,0,0,0,0
"ENSG00000173826",0,0.358552,0.381397,0.383039,0.397952,0
"ENSG00000136485",1817.14,1926.86,1688.83,1555.9,1615.29,1516.9
"ENSG00000136463",355.223,297.956,382.923,326.732,288.117,317.588
"ENSG00000198909",191.112,210.47,282.234,227.142,209.323,284.538
"ENSG00000198231",867.904,855.298,726.842,809.883,835.481,754.165
"ENSG00000087191",1405.71,1234.37,1731.93,1368.16,1285.28,1534.33
"ENSG00000264756",0.350665,0.358552,0,0,0.397952,0
"ENSG00000240280",0.350665,0,0,0.383039,0,0.37989
"ENSG00000224383",5.25997,2.86841,4.95816,4.9795,5.17337,3.7989
"ENSG00000263304",20.3385,19.3618,11.0605,14.9385,18.3058,6.45813
"ENSG00000271605",20.3385,19.3618,11.0605,14.9385,18.3058,6.45813
"ENSG00000263046",243.361,202.94,181.164,219.481,267.822,199.442
"ENSG00000258890",243.361,202.94,181.164,219.481,267.822,199.442
"ENSG00000108370",2.80532,5.01972,5.33956,4.59647,2.38771,3.7989
"ENSG00000266707",0,0,0,0,0,0
"ENSG00000252653",0,0,0,0,0,0
"ENSG00000154229",402.914,343.851,488.951,365.419,310.402,522.729
"ENSG00000244044",0,0,0,0,0,0
"ENSG00000252685",0,0,0,0,0,0
"ENSG00000251698",0,0,0,0,0,0
"ENSG00000207943",0,0,0,0,0,0
"ENSG00000075429",0,0,0,0,0,0
"ENSG00000251764",0,0,0,0,0,0
"ENSG00000108878",0,0,0,0,0,0
"ENSG00000213180",0,0,0,0,0,0
"ENSG00000200619",0,0,0,0,0,0
"ENSG00000207304",0,0,0,0,0,0
"ENSG00000154217",268.609,267.121,395.128,386.869,330.698,412.561
"ENSG00000207688",0,0,0,0,0,0
"ENSG00000130935",1404.76,1299.75,1451.22,1093.96,1058.95,1309.86
"ENSG00000200394",0,0,0,0,0.397952,0
"ENSG00000213179",0,0,0,0,0,0
"ENSG00000262858",706.589,774.83,876.832,829.662,810.23,1071.67
"ENSG00000171634",706.589,774.83,876.832,829.662,810.23,1071.67
"ENSG00000265052",0,0,0,0,0,0
"ENSG00000262472",1464.02,1192.18,2513.41,1468.19,1448.15,2308.59
"ENSG00000182481",1464.02,1192.18,2513.41,1468.19,1448.15,2308.59
"ENSG00000262206",135.035,148.413,130.804,121.443,122.916,115.944
"ENSG00000237854",135.035,148.413,130.804,121.443,122.916,115.944
"ENSG00000262747",858.427,776.623,885.223,917.761,845.648,760.92
"ENSG00000196704",858.427,776.623,885.223,917.761,845.648,760.92
"ENSG00000070540",3.50665,6.09538,2.66978,3.06431,5.17337,1.89945
"ENSG00000231749",0,0,0,0.383039,0,0
"ENSG00000265331",0,0,0,0,0,0
"ENSG00000267203",1.05199,0.358552,0.381397,0.383039,1.19386,1.89945
"ENSG00000108984",20.3385,22.2302,129.675,18.7689,18.3058,128.403
"ENSG00000267603",0,0,0,0,0,0
"ENSG00000153822",0,0,0,0,0,0
"ENSG00000123700",8.41595,8.24669,5.33956,11.4912,9.15289,10.6369
"ENSG00000267170",0,0,0,0,0,0
"ENSG00000222563",0,0,0,0,0,0
"ENSG00000256124",4.9093,1.07565,1.14419,1.91519,2.38771,1.13967
"ENSG00000125398",562.817,526.712,331.434,297.621,287.719,228.694
"ENSG00000243514",0,0,0,0,0,0
"ENSG00000141219",486.722,455.002,475.984,355.843,395.962,371.532
"ENSG00000172809",3460.71,3711.73,3406.26,3845.33,3247.68,2448.01
"ENSG00000141540",205.139,191.108,183.833,135.213,154.405,174.369
"ENSG00000171595",0,0,0,0,0,0
"ENSG00000196169",0,0,0,0,0,0
"ENSG00000257008",0,0,0,0,0,0
"ENSG00000170412",1077.94,1180.35,709.399,1334.12,1271.06,656.83
"ENSG00000167851",0,0.358552,0,0,0.397952,0
"ENSG00000182352",0,0,0,0,0,0
"ENSG00000172794",4.20798,4.30262,4.95816,5.74558,2.38771,4.17879
"ENSG00000109066",338.742,423.449,336.011,332.861,353.381,362.415
"ENSG00000183034",0,0.717103,0,0,0,0
"ENSG00000182938",0.350665,0.358552,0,0,0,0.37989
"ENSG00000109089",377.315,365.364,334.104,358.141,363.728,319.108
"ENSG00000167862",456.215,426.318,560.654,411.384,378.054,452.069
"ENSG00000252545",0,0,0,0,0,0
"ENSG00000180901",439.733,470.061,524.421,386.486,384.024,419.399
"ENSG00000239607",0.350665,0,0,0,0.397952,0
"ENSG00000170190",3.50665,4.30262,4.19537,1.53216,2.78566,3.7989
"ENSG00000125449",199.879,189.674,212.057,126.02,150.028,146.251
"ENSG00000125450",395.55,309.789,686.515,285.364,296.076,582.371
"ENSG00000125445",841.946,768.376,927.177,776.037,708.752,722.551
"ENSG00000264511",0,0,0,0,0,0
"ENSG00000182173",202.684,205.45,182.308,156.28,159.579,167.911
"ENSG00000073350",112.563,118.322,93.0609,143.64,144.854,102.57
"ENSG00000266714",23.8452,19.7203,4.19537,16.8537,27.8566,5.31846
"ENSG00000204323",1.05199,0.358552,1.14419,0.383039,0,1.13967
"ENSG00000259120",0.701329,0,0,0.766078,0.795904,0.75978
"ENSG00000161526",635.404,607.745,590.403,559.237,528.082,514.371
"ENSG00000132470",441.136,492.291,172.01,815.106,833.709,271.621
"ENSG00000132478",244.764,245.608,327.239,233.271,230.414,270.482
"ENSG00000186919",2.10399,3.22696,1.52559,3.44735,3.58157,2.27934
"ENSG00000182687",0.701329,1.43421,1.52559,0.766078,1.98976,1.13967
"ENSG00000267128",0.701329,0.358552,0.381397,0.383039,0.397952,0.37989
"ENSG00000185262",99.2381,87.4866,168.196,168.92,149.232,145.878
"ENSG00000207169",0,0,0,0,0,0
"ENSG00000176170",293.156,312.298,339.444,237.867,310.004,294.035
"ENSG00000129673",0.350665,0.358552,0.762795,0.383039,1.59181,0.37989
"ENSG00000214140",15.0786,15.0592,21.3582,16.8537,11.9386,15.9554
"ENSG00000163597",861.583,831.481,831.827,928.103,906.136,797.009
"ENSG00000199961",0,0,0,0,0,0
"ENSG00000199735",0,0,0,0,0,0
"ENSG00000200257",0,0,0,0,0,0
"ENSG00000267535",0,0,0,0.383039,0,0
"ENSG00000167889",24.1959,19.7203,38.9025,25.6636,21.4894,36.0895
"ENSG00000184640",2620.17,2243.82,2599.99,2863.6,2683.79,2691.9
"ENSG00000261843",2620.17,2243.82,2599.99,2863.6,2683.79,2691.9
"ENSG00000238898",0,0,0,0,0,0
"ENSG00000238658",0,0,0,0,0,0
"ENSG00000167895",1.40266,2.50986,3.05118,2.68127,4.37747,1.13967
"ENSG00000267679",0,0.717103,0.762795,0.383039,0,0
"ENSG00000183077",291.052,299.749,246.383,263.148,274.985,208.56
"ENSG00000089685",1139.31,564.36,2990.54,1252.54,976.574,2239.83
"ENSG00000204278",0,0,0,0,0,0
"ENSG00000087157",173.93,190.032,152.559,126.403,148.436,120.045
"ENSG00000206755",0,0,0,0,0,0
"ENSG00000173918",240.556,369.667,150.652,281.15,301.647,150.436
"ENSG00000167280",190.411,195.052,116.708,95.7597,160.375,105.23
"ENSG00000261981",0,0,0,0,0.397952,0
"ENSG00000182156",0,0,0,0,0.397952,0
"ENSG00000262762",93.6274,109.358,136.54,55.5406,66.458,120.805
"ENSG00000173894",93.6274,109.358,136.54,55.5406,66.458,120.805
"ENSG00000141519",31.5598,25.4572,13.3489,16.8537,20.2955,11.7766
"ENSG00000171298",326.469,442.453,285.285,477.649,482.318,339.622
"ENSG00000141527",2.80532,2.86841,3.05118,4.21343,5.96928,3.41901
"ENSG00000181045",102.043,116.888,83.9074,157.812,155.201,110.548
"ENSG00000173821",484.268,578.344,512.598,654.613,677.712,683.802
"ENSG00000173818",194.619,212.263,173.154,208.373,191.415,143.978
"ENSG00000264961",0,0,0,0,0,0
"ENSG00000213128",0,0,0,0,0,0
"ENSG00000141564",281.233,277.519,304.355,361.589,358.555,373.052
"ENSG00000240270",0,0,0,0,0.397952,0.37989
"ENSG00000176108",59.613,60.5952,78.5678,63.9675,53.7235,77.8774
"ENSG00000175866",143.772,136.608,106.791,143.64,151.62,129.922
"ENSG00000211563",0,0,0,0,0,0
"ENSG00000225180",0,0,0,0,0,0.37989
"ENSG00000224877",139.915,118.681,150.271,144.789,103.07,110.928
"ENSG00000186765",1.05199,1.79276,0.381397,1.53216,0.795904,1.51956
"ENSG00000266662",1.05199,1.79276,0.381397,1.53216,0.795904,1.51956
"ENSG00000182612",14.0266,16.4934,10.6791,13.0233,11.9386,11.0168
"ENSG00000185298",283.688,253.496,316.56,214.885,225.241,268.582
"ENSG00000185359",322.261,320.904,317.323,330.562,357.759,321.007
"ENSG00000215644",0,0,0,0.383039,0,0
"ENSG00000265688",40.6771,48.4045,44.2421,39.07,33.428,36.4694
"ENSG00000169696",72.9382,76.0129,62.5492,84.6516,83.9678,61.5422
"ENSG00000169683",39.6251,44.8189,125.861,43.2834,38.6013,134.861
"ENSG00000169750",87.6661,86.0524,116.326,90.7802,87.9474,103.71
"ENSG00000169727",514.776,482.61,549.212,579.538,551.163,511.332
"ENSG00000141526",994.271,1039.77,781.908,868.408,998.816,754.023
"ENSG00000182459",0.350665,0,1.90699,0,0,0.37989
"ENSG00000181408",0,0,0,0,0,0
"ENSG00000169660",24.8972,33.7038,17.1629,17.2367,29.8464,16.7152
"ENSG00000141568",663.808,772.679,661.343,682.192,713.13,692.539
"ENSG00000141560",231.088,214.772,331.053,210.671,194.2,272.761
"ENSG00000167363",66.9769,90.355,54.9212,76.9908,63.2743,63.0617
"ENSG00000141556",202.684,164.217,330.29,234.42,196.19,331.264
"ENSG00000176845",9.46794,10.0394,4.95816,10.342,10.3467,6.83802
"ENSG00000272636",0,0.358552,0.381397,0.766078,0.397952,0.37989
"ENSG00000268429",0,0.358552,0.381397,0.766078,0.397952,0.37989
"ENSG00000272670",0,0.358552,0.381397,0.766078,0.397952,0.37989
"ENSG00000181031",72.5876,82.1083,66.7445,93.4615,92.3248,72.559
"ENSG00000268693",72.5876,82.1083,66.7445,93.4615,92.3248,72.559
"ENSG00000262334",72.5876,82.1083,66.7445,93.4615,92.3248,72.559
"ENSG00000261321",11.9226,10.7565,23.6466,13.7894,9.55084,20.8939
"ENSG00000183688",11.9226,10.7565,23.6466,13.7894,9.55084,20.8939
"ENSG00000179409",319.691,301.701,290.206,254.747,267.2,295.029
"ENSG00000167699",369.951,354.966,379.872,347.416,302.045,271.621
"ENSG00000167693",99.2381,90.7136,120.903,106.868,81.1822,111.308
"ENSG00000159842",326.118,365.723,384.83,325.966,304.831,349.499
"ENSG00000264429",0,0,0,0,0,0
"ENSG00000108953",2952.25,2521.69,3442.11,3134.79,2764.17,3021.64
"ENSG00000167193",861.232,843.313,829.92,743.095,766.057,733.568
"ENSG00000174238",806.178,809.968,554.552,783.314,746.956,516.65
"ENSG00000167703",60.3143,60.5952,53.0142,62.8184,70.0395,52.0449
"ENSG00000243704",0,0,0,0,0,0
"ENSG00000074660",3.85731,3.94407,1.90699,4.21343,4.37747,3.7989
"ENSG00000167705",41.3784,38.365,53.3956,42.9003,42.5808,39.5086
"ENSG00000174231",639.612,629.258,717.408,905.121,762.476,1020.38
"ENSG00000185561",4.55864,3.22696,1.52559,3.44735,5.17337,2.27934
"ENSG00000186594",142.72,135.891,55.3026,180.794,198.578,96.1122
"ENSG00000167716",2.80532,4.30262,0.594819,1.91519,3.18361,3.03912
"ENSG00000185924",6.66263,5.01972,6.10236,1.14912,2.38771,4.55868
"ENSG00000267200",0,0,0,0,0,0
"ENSG00000267195",0,0,0,0,0,0
"ENSG00000070366",137.461,148.44,124.717,138.66,135.702,130.302
"ENSG00000167721",926.851,866.619,840.6,751.885,679.702,816.384
"ENSG00000212552",0,0,0,0,0,0
"ENSG00000212163",0,0,0,0,0,0
"ENSG00000070444",79.6009,79.5985,56.0654,70.4791,75.6108,74.8383
"ENSG00000243049",0,0,0,0,0,0
"ENSG00000262953",0,0,0,0,0,0
"ENSG00000262480",0,0,0,0,0,0
"ENSG00000132361",353.119,335.604,318.085,222.929,314.78,361.275
"ENSG00000262628",0,0,0,0,0,0
"ENSG00000184166",0,0,0,0,0,0
"ENSG00000183024",0,0,0,0,0,0
"ENSG00000262085",0,0,0,0,0,0
"ENSG00000180090",0,0,0,0,0,0
"ENSG00000267129",0,0,0,0,0,0
"ENSG00000180016",0,0,0,0,0,0.37989
"ENSG00000127780",0,0,0,0,0,0
"ENSG00000083457",117.823,122.222,144.55,121.101,118.196,106.758
"ENSG00000004660",73.9902,69.9176,79.712,52.0933,64.0702,65.721
"ENSG00000108405",0.350665,0,0,0,0,0.37989
"ENSG00000074370",9.81861,4.30262,5.33956,6.51166,8.35699,6.07824
"ENSG00000074755",156.046,185.013,199.471,237.484,214.496,259.845
"ENSG00000252456",0,0,0,0,0,0
"ENSG00000185722",265.804,315.167,277.657,202.628,209.721,283.398
"ENSG00000132388",475.151,421.657,419.537,396.445,412.676,376.851
"ENSG00000263882",0,0,0,0,0,0
"ENSG00000132382",382.575,349.588,253.248,273.107,315.576,285.677
"ENSG00000167741",0.701329,0.717103,0.381397,0.383039,0.795904,0.37989
"ENSG00000222429",0,0,0,0,0,0
"ENSG00000161905",0.350665,0,0,0.383039,0,0
"ENSG00000141456",299.468,280.387,242.187,243.613,273.393,254.146
"ENSG00000161921",37.1704,49.8387,40.4281,40.9851,39.7952,38.7488
"ENSG00000182853",3.15598,1.79276,2.28838,1.91519,3.58157,1.51956
"ENSG00000230201",0,0,0,0,0,0
"ENSG00000108556",16.1306,17.9276,12.2047,17.6198,13.1324,12.9163
"ENSG00000108528",201.632,187.522,330.29,236.718,202.557,256.806
"ENSG00000108518",3669,3522.77,4206.81,4276.63,3861.72,3676.58
"ENSG00000196388",21.0399,19.3618,14.1117,16.4707,20.2955,9.87714
"ENSG00000132517",0,1.07565,1.14419,0.766078,0.397952,0.75978
"ENSG00000167840",39.9758,47.3288,36.9955,24.1314,27.4587,23.5532
"ENSG00000180626",56.1063,65.2564,53.3956,49.795,66.06,66.4807
"ENSG00000161929",2.80532,2.15131,1.90699,1.91519,1.59181,1.13967
"ENSG00000108559",379.419,359.03,423.043,379.591,352.106,395.301
"ENSG00000072849",424.655,452.492,327.239,330.562,365.32,237.051
"ENSG00000262609",0,0,0,0,0,0
"ENSG00000129221",0,0,0,0,0,0
"ENSG00000091622",1.40266,2.50986,3.05118,2.29823,0.397952,1.89945
"ENSG00000198920",75.3929,69.9176,90.7726,74.6926,82.774,75.978
"ENSG00000200914",0,0,0,0,0,0
"ENSG00000108590",89.4195,94.6576,102.977,65.4996,69.2436,63.8215
"ENSG00000264468",0,0,0,0,0,0
"ENSG00000141485",1.40266,0.358552,1.14419,1.91519,1.98976,0
"ENSG00000167858",0,0,0,0,0,0
"ENSG00000174326",0.350665,0.358552,0.762795,0.383039,1.19386,0.37989
"ENSG00000132514",0,0,0,0,0,0
"ENSG00000161944",0,0,0,0,0,0
"ENSG00000141505",3.50665,4.30262,3.05118,4.9795,4.37747,2.27934
"ENSG00000132535",78.1982,57.3683,67.8887,136.745,124.559,105.23
"ENSG00000199053",0,0,0,0,0,0
"ENSG00000004975",143.409,160.273,199.852,193.818,186.639,196.023
"ENSG00000040633",461.124,405.88,367.286,326.349,364.524,278.839
"ENSG00000006047",0,0,0,0,0,0
"ENSG00000174282",283.688,334.17,285.667,274.639,305.229,328.985
"ENSG00000129194",8.41595,8.96379,4.19537,12.2572,11.9386,3.7989
"ENSG00000129245",302.624,279.67,287.574,329.796,314.382,328.605
"ENSG00000141504",241.959,269.989,170.103,232.505,252.699,150.436
"ENSG00000183011",254.582,220.509,392.076,305.282,263.842,261.744
"ENSG00000179477",0.701329,0.717103,0.381397,0,1.19386,0
"ENSG00000179148",8.76661,7.17103,7.62795,8.04381,11.1427,9.87714
"ENSG00000179111",1.40266,0.717103,0.762795,0.766078,0.795904,0.75978
"ENSG00000196544",30.8585,29.0427,29.3676,20.3011,20.2955,18.6146
"ENSG00000178999",54.7037,13.2664,171.629,36.3887,34.6218,153.096
"ENSG00000178977",1.05199,1.07565,1.14419,1.14912,1.19386,1.13967
"ENSG00000178971",69.4316,71.3518,49.963,57.0728,66.458,59.6427
"ENSG00000125434",19.2866,18.2861,17.9257,20.6841,16.714,15.1956
"ENSG00000189051",0.350665,0,0.381397,0,0,0.37989
"ENSG00000133026",79.6009,70.6347,154.847,109.549,78.3965,183.107
"ENSG00000241708",0,0,0,0,0,0
"ENSG00000161973",0,0,0,0,0,0
"ENSG00000183318",0,0,0,0,0,0
"ENSG00000185156",0,0,0,0,0,0
"ENSG00000174083",0.350665,0,0,0,0,0
"ENSG00000141506",0,0.358552,0,0,0,1.13967
"ENSG00000170310",122.031,143.779,125.098,108.783,107.447,91.5535
"ENSG00000241654",0,0,0,0,0,0
"ENSG00000265593",0,0,0,0,0,0
"ENSG00000109047",0.350665,0,0,0,0.397952,0
"ENSG00000007237",0,0,0,0.383039,0,0
"ENSG00000006788",0,0,0,0,0,0
"ENSG00000133020",0,0,0,0,0,0
"ENSG00000264424",0,0,0,0,0,0
"ENSG00000109061",0,0,0,0,0,0
"ENSG00000125414",0,0,0,0,0,0
"ENSG00000109063",14.7279,8.60524,7.62795,7.66078,7.95904,7.5978
"ENSG00000133028",268.96,224.699,258.206,195.706,193.125,201.342
"ENSG00000187824",37.1704,36.2137,25.5536,30.2601,40.1931,21.2738
"ENSG00000264176",0,0,0,0,0.397952,0
"ENSG00000263429",0,0,0,0,0,0
"ENSG00000233670",0,0,0,0,0,0
"ENSG00000207242",0,0,0,0,0,0
"ENSG00000244753",0,0,0,0,0,0
"ENSG00000241185",0,0,0,0,0,0
"ENSG00000252707",0,0,0,0,0,0
"ENSG00000265503",0,0,0,0,0,0
"ENSG00000266152",0,0,0,0,0,0
"ENSG00000006744",415.538,420.581,408.095,317.156,321.446,380.762
"ENSG00000153976",1.05199,0.358552,0.762795,0,0.397952,0.37989
"ENSG00000221698",0,0,0,0,0,0
"ENSG00000236088",49.093,51.2729,45.3863,35.6226,48.9481,47.8661
"ENSG00000223510",1.75332,0,0.762795,0,0.397952,1.89945
"ENSG00000230897",1.05199,0,0,0,0.795904,0
"ENSG00000226156",0,0,0,0,0,0
"ENSG00000265163",0,0,0,0,0,0
"ENSG00000109099",135.357,148.44,202.903,151.683,127.743,178.168
"ENSG00000265110",0,0,0,0,0,0
"ENSG00000125409",1.40266,0.358552,0.381397,0.766078,0,0.37989
"ENSG00000233966",0,0,0,0,0.397952,0
"ENSG00000235430",0,0,0,0,0,0
"ENSG00000214941",96.7834,95.3747,80.8562,93.4615,94.3146,69.5199
"ENSG00000141027",418.375,435.823,396.787,437.678,458.806,443.711
"ENSG00000199674",0,0,0,0,0,0
"ENSG00000166582",13.3253,7.52958,6.86515,9.19293,6.36723,4.55868
"ENSG00000181350",480.41,482.969,406.188,419.81,477.144,309.23
"ENSG00000141040",57.1583,46.6117,50.7258,50.1781,46.5604,33.8102
"ENSG00000197566",26.6505,23.3059,22.121,9.95901,11.9386,11.0168
"ENSG00000264359",0,0,0,0,0,0
"ENSG00000226478",0,0,0.381397,0,0,0
"ENSG00000266129",0,0,0,0,0,0
"ENSG00000227300",0,0,0,0,0,0
"ENSG00000131885",0,0,0,0,0,0
"ENSG00000225442",0,0,0.381397,0.383039,0,0.37989
"ENSG00000141030",500.749,448.548,613.668,545.447,455.655,547.421
"ENSG00000215030",623.131,720.689,633.882,752.671,629.56,374.192
"ENSG00000108551",7.36396,10.0394,4.19537,114.146,64.0702,63.4416
"ENSG00000133027",75.7436,77.4471,62.5492,97.6749,89.5392,59.2628
"ENSG00000223979",0,0,0,0,0,0
"ENSG00000237328",0,0,0,0,0,0
"ENSG00000226746",0,0,0,0,0,0
"ENSG00000072310",200.931,259.591,223.88,324.817,337.463,287.577
"ENSG00000207839",0,0,0,0,0,0
"ENSG00000175662",166.916,193.618,230.745,227.525,213.7,231.733
"ENSG00000171953",31.9105,28.6841,30.5118,32.9413,30.6423,31.9108
"ENSG00000177731",711.148,707.781,615.957,812.042,770.435,730.908
"ENSG00000177302",166.566,162.424,183.452,157.429,144.457,202.481
"ENSG00000176974",95.7314,106.131,196.42,108.783,99.09,187.666
"ENSG00000266162",0,0,0,0,0,0
"ENSG00000167494",0,0,0,0,0,0
"ENSG00000264948",0,0,0,0,0,0
"ENSG00000188522",0,0,0,0,0,0
"ENSG00000154016",0,0.358552,0,0,0,0
"ENSG00000262074",0,0,0,0.383039,0,0.75978
"ENSG00000262202",0,0,0,1.53216,2.78566,3.7989
"ENSG00000261987",0,0,0,0,0,0
"ENSG00000264940",0,0,0,0,0,0
"ENSG00000235397",0,0,0,0,0,0
"ENSG00000108641",61.717,52.3485,42.7165,66.2657,56.9071,33.8102
"ENSG00000221540",0,0,0,0,0,0
"ENSG00000166482",1.40266,1.07565,0.381397,1.53216,1.98976,0.75978
"ENSG00000189343",1.05199,2.15131,3.05118,3.06431,1.19386,0.37989
"ENSG00000242752",0,0,0,0,0,0
"ENSG00000180638",0.350665,0.358552,2.28838,1.53216,0.795904,0
"ENSG00000108602",54.0023,33.7038,25.935,62.0523,49.346,23.1733
"ENSG00000083290",55.0543,61.6709,67.5073,60.9032,66.458,75.978
"ENSG00000108599",146.578,160.273,164.001,137.128,161.966,170.571
"ENSG00000212186",0,0,0,0,0,0
"ENSG00000214832",0.350665,0.358552,0,0,0,0
"ENSG00000237911",0,0,0,0,0.397952,0.37989
"ENSG00000170298",0,0,0,0,0,0
"ENSG00000263976",0,0,0,0,0,0
"ENSG00000230088",0,0,0,0,0,0
"ENSG00000214822",0,0,0,0,0,0
"ENSG00000231258",0,0,0,0,0,0
"ENSG00000187870",0,0,0.381397,0,0,0
"ENSG00000218454",0,0,0,0,0,0
"ENSG00000205212",0,0,0,0,0.397952,0.37989
"ENSG00000252483",0,0,0,0,0,0
"ENSG00000265790",0,0,0.381397,0,0,0
"ENSG00000124422",991.329,921.478,1178.14,1020.8,917.279,1138.91
"ENSG00000178307",165.163,160.99,191.08,156.663,152.813,150.436
"ENSG00000263815",0,0,0,0,0,0
"ENSG00000154035",30.8585,30.8354,18.6885,23.3654,17.9078,13.676
"ENSG00000265881",0,0,0,0,0,0
"ENSG00000264096",0,0,0,0,0,0
"ENSG00000241225",0,0,0,0,0,0
"ENSG00000264172",0,0,0,0,0,0
"ENSG00000265646",0,0,0,0,0,0
"ENSG00000263583",0,0,0,0,0,0
"ENSG00000266853",0,0,0,0,0,0
"ENSG00000207165",0,0,0,0,0,0
"ENSG00000268237",0,0,0,0,0,0
"ENSG00000240873",0,0,0,0,0,0
"ENSG00000109083",121.681,147.365,105.647,96.5258,111.029,89.2741
"ENSG00000262866",121.681,147.365,105.647,96.5258,111.029,89.2741
"ENSG00000004142",798.463,687.343,878.739,869.881,758.496,760.92
"ENSG00000262464",798.463,687.343,878.739,869.881,758.496,760.92
"ENSG00000076351",196.022,224.095,165.145,176.964,183.854,164.492
"ENSG00000262186",196.022,224.095,165.145,176.964,183.854,164.492
"ENSG00000109103",122.031,114.019,109.08,92.6954,101.478,79.397
"ENSG00000087111",122.031,139.477,132.345,130.233,118.988,115.866
"ENSG00000109107",115.369,109,133.87,147.853,111.824,122.704
"ENSG00000132581",179.891,205.092,186.122,184.625,183.456,144.358
"ENSG00000167525",3.15598,1.79276,4.19537,4.59647,4.77542,4.93857
"ENSG00000109113",360.483,372.894,428.691,406.787,343.034,351.778
"ENSG00000160606",11.2213,14.3421,13.3489,16.4707,12.3365,12.9163
"ENSG00000173065",86.9648,86.0524,85.0516,78.5229,107.049,97.2518
"ENSG00000264066",0,0,0,0,0,0
"ENSG00000132589",187.606,190.749,228.838,227.908,173.507,238.191
"ENSG00000167536",8.41595,9.68089,12.2047,10.342,6.76518,7.5978
"ENSG00000109118",139.214,135.174,130.819,149.002,142.467,162.213
"ENSG00000063015",0.350665,0,0,0,0,1.13967
"ENSG00000178082",0.701329,0.717103,0,0,0.795904,0
"ENSG00000108256",1060.06,1075.3,806.274,772.589,1089.99,862.73
"ENSG00000239256",0,0,0,0,0,0
"ENSG00000264808",1.05199,1.79276,1.14419,1.91519,1.59181,1.13967
"ENSG00000263719",1.05199,1.79276,1.14419,1.91519,1.59181,1.13967
"ENSG00000253064",0,0,0,0,0,0
"ENSG00000202205",0,0,0,0,0,0
"ENSG00000168792",55.405,59.5196,61.0236,52.8593,51.7337,60.7824
"ENSG00000108262",286.142,272.141,286.429,254.338,267.424,256.806
"ENSG00000167549",2.80532,3.58552,2.66978,3.83039,1.98976,1.51956
"ENSG00000141298",109.407,95.3747,153.703,108.783,98.2941,150.816
"ENSG00000222858",0,0,0,0,0,0
"ENSG00000240531",0,0.358552,0,0,0.397952,0
"ENSG00000207011",0,0,0,0,0,0
"ENSG00000266919",0,0,0,0,0,0
"ENSG00000108576",1.40266,0.358552,1.90699,0.383039,0.795904,0.75978
"ENSG00000206989",0,0,0,0,0,0
"ENSG00000108578",108.005,100.036,146.457,95.3767,83.1719,142.459
"ENSG00000222679",0,0,0,0,0,0
"ENSG00000182271",0,0,0,0,0,0
"ENSG00000231870",0,0,0,0,0,0
"ENSG00000241631",0,0,0,0,0,0
"ENSG00000176390",67.3276,58.4439,77.4236,53.2424,58.4989,72.1791
"ENSG00000176390",0.701329,0.358552,0.381397,0.383039,0,0
"ENSG00000172171",102.043,109.717,108.317,74.3095,79.1924,86.6149
"ENSG00000265444",0,0,0,0,0,0
"ENSG00000126861",0,0,0.762795,0,0,0
"ENSG00000221038",0,0,0,0,0,0
"ENSG00000172301",173.228,173.898,266.215,165.09,157.987,194.124
"ENSG00000108651",409.927,360.703,377.202,384.188,366.514,367.354
"ENSG00000253058",0,0,0,0,0,0
"ENSG00000265293",0,1.43421,0,0,0.397952,0
"ENSG00000266282",0,0,0,0,0,0
"ENSG00000108666",112.914,99.6773,121.666,121.806,111.029,107.129
"ENSG00000263749",0,0,0,0,0,0
"ENSG00000176658",731.486,729.652,563.324,891.331,760.884,601.366
"ENSG00000226049",0,0.358552,0,0,0,0
"ENSG00000252370",0,0,0,0,0,0
"ENSG00000108702",0,0,0,0,0,0
"ENSG00000197322",0,0,0,0,0,0
"ENSG00000132141",7.36396,9.68089,4.95816,8.80989,10.7447,3.41901
